iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
11,"((6, 4), ())","((6, 5), ())",South,"[((6, 3), ()) via South]","[((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),))]","[((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ())]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ())]",3,0,3
12,"((1, 5), ())","((2, 5), ())",West,"[((1, 4), ()) via South]","[((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ())]","[((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ())]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ())]",3,0,3
13,"((6, 5), ((6, 6),))","((6, 6), ((6, 6),))",South,"[((6, 4), ((6, 6),)) via South, ((5, 5), ((6, 6),)) via West]","[((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ())]","[((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ())]",4,0,4
14,"((5, 6), ((6, 6),))","((6, 6), ((6, 6),))",West,"[((4, 6), ((6, 6),)) via West]","[((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),))]","[((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),))]",4,0,4
15,"((1, 6), ((1, 6),))","((2, 6), ())",West,"[((1, 5), ((1, 6),)) via South, ((2, 6), ((1, 6),)) via East]","[((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),))]","[((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),))]",4,0,4
16,"((6, 3), ())","((6, 4), ())",South,"[((5, 3), ()) via West]","[((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),))]","[((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ())]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),))]",4,0,4
17,"((1, 4), ())","((1, 5), ())",South,"[((1, 3), ()) via South]","[((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ())]","[((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ())]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ())]",4,0,4
18,"((6, 4), ((6, 6),))","((6, 5), ((6, 6),))",South,"[((6, 3), ((6, 6),)) via South]","[((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ())]","[((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ())]",5,0,5
19,"((5, 5), ((6, 6),))","((6, 5), ((6, 6),))",West,"[((4, 5), ((6, 6),)) via West]","[((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),))]","[((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),))]",5,0,5
20,"((4, 6), ((6, 6),))","((5, 6), ((6, 6),))",West,"[((3, 6), ((6, 6),)) via West]","[((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),))]","[((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),))]",5,0,5
21,"((1, 5), ((1, 6),))","((1, 6), ((1, 6),))",South,"[((1, 4), ((1, 6),)) via South, ((2, 5), ((1, 6),)) via East]","[((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),))]","[((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),))]",5,0,5
22,"((2, 6), ((1, 6),))","((1, 6), ((1, 6),))",East,"[((3, 6), ((1, 6),)) via East]","[((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),))]","[((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),))]",5,0,5
23,"((5, 3), ())","((6, 3), ())",West,"[((4, 3), ()) via West]","[((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),))]","[((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ())]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),))]",5,0,5
24,"((1, 3), ())","((1, 4), ())",South,"[((1, 2), ()) via South]","[((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ())]","[((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ())]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ())]",5,0,5
25,"((6, 3), ((6, 6),))","((6, 4), ((6, 6),))",South,"[((5, 3), ((6, 6),)) via West]","[((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ())]","[((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ())]",6,0,6
26,"((4, 5), ((6, 6),))","((5, 5), ((6, 6),))",West,"[((3, 5), ((6, 6),)) via West]","[((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),))]","[((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),))]",6,0,6
27,"((3, 6), ((6, 6),))","((4, 6), ((6, 6),))",West,"[((2, 6), ((6, 6),)) via West]","[((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),))]","[((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),))]",6,0,6
28,"((1, 4), ((1, 6),))","((1, 5), ((1, 6),))",South,"[((1, 3), ((1, 6),)) via South]","[((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),))]","[((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),))]",6,0,6
29,"((2, 5), ((1, 6),))","((1, 5), ((1, 6),))",East,"[((3, 5), ((1, 6),)) via East]","[((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),))]","[((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),)), ((3, 5), ((1, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),))]",6,0,6
30,"((3, 6), ((1, 6),))","((2, 6), ((1, 6),))",East,"[((4, 6), ((1, 6),)) via East]","[((3, 6), ((1, 6),)), ((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),)), ((3, 5), ((1, 6),))]","[((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),)), ((3, 5), ((1, 6),)), ((4, 6), ((1, 6),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),))]",6,0,6
31,"((4, 3), ())","((5, 3), ())",West,"[((3, 3), ()) via West]","[((4, 3), ()), ((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),)), ((3, 5), ((1, 6),)), ((4, 6), ((1, 6),))]","[((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),)), ((3, 5), ((1, 6),)), ((4, 6), ((1, 6),)), ((3, 3), ())]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),))]",6,0,6
32,"((1, 2), ())","((1, 3), ())",South,"[((1, 1), ((1, 1),)) via South]","[((1, 2), ()), ((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),)), ((3, 5), ((1, 6),)), ((4, 6), ((1, 6),)), ((3, 3), ())]","[((5, 3), ((6, 6),)), ((3, 5), ((6, 6),)), ((2, 6), ((6, 6),)), ((1, 3), ((1, 6),)), ((3, 5), ((1, 6),)), ((4, 6), ((1, 6),)), ((3, 3), ()), ((1, 1), ((1, 1),))]","[((4, 5), ()), ((4, 6), ()), ((5, 5), ()), ((3, 5), ()), ((5, 6), ()), ((3, 6), ()), ((6, 5), ()), ((2, 5), ()), ((6, 6), ((6, 6),)), ((2, 6), ()), ((6, 4), ()), ((1, 5), ()), ((6, 5), ((6, 6),)), ((5, 6), ((6, 6),)), ((1, 6), ((1, 6),)), ((6, 3), ()), ((1, 4), ()), ((6, 4), ((6, 6),)), ((5, 5), ((6, 6),)), ((4, 6), ((6, 6),)), ((1, 5), ((1, 6),)), ((2, 6), ((1, 6),)), ((5, 3), ()), ((1, 3), ()), ((6, 3), ((6, 6),)), ((4, 5), ((6, 6),)), ((3, 6), ((6, 6),)), ((1, 4), ((1, 6),)), ((2, 5), ((1, 6),)), ((3, 6), ((1, 6),)), ((4, 3), ())]",6,0,6
